Container ID,Commodity,Temperature,Humidity,Timestamp,Vibration,Battery
ATM0112,Avocado,6.62,54.68,2026-07-16 16:10:39.448201,11,81
ATM0113,Avocado,6.92,45.72,2026-07-16 16:10:39.448206,4,91
ATM0114,Avocado,3.08,64.18,2026-07-16 16:10:39.448212,1,83
ATM0115,Avocado,3.07,49.48,2026-07-16 16:10:39.448218,11,85
ATM0116,Avocado,6.17,42.71,2026-07-16 16:10:39.448224,15,83
ATM0117,Avocado,7.24,60.89,2026-07-16 16:10:39.448230,8,88
ATM0118,Avocado,6.6,40.16,2026-07-16 16:10:39.448236,15,100
ATM0119,Avocado,5.54,44.51,2026-07-16 16:10:39.448242,4,86
ATM0120,Avocado,2.05,63.58,2026-07-16 16:10:39.448248,3,88
ATM0121,Avocado,3.95,42.42,2026-07-16 16:10:39.448254,4,95
ATM0122,Avocado,7.75,63.31,2026-07-16 16:10:39.448260,5,97
ATM0123,Avocado,7.73,50.58,2026-07-16 16:10:39.448266,6,86
ATM0124,Avocado,6.27,50.9,2026-07-16 16:10:39.448272,2,87
ATM0125,Avocado,3.01,46.52,2026-07-16 16:10:39.448278,13,93
ATM0126,Avocado,3.69,66.73,2026-07-16 16:10:39.448284,6,90
ATM0127,Avocado,4.73,63.42,2026-07-16 16:10:39.448290,12,85
ATM0128,Avocado,7.82,45.18,2026-07-16 16:10:39.448296,14,80
ATM0129,Avocado,2.51,47.64,2026-07-16 16:10:39.448302,1,96
ATM0130,Avocado,2.63,45.7,2026-07-16 16:10:39.448308,13,93
ATM0131,Avocado,7.37,61.38,2026-07-16 16:10:39.448314,1,91
ATM0132,Avocado,5.57,47.55,2026-07-16 16:10:39.448320,2,89
ATM0133,Avocado,4.17,64.91,2026-07-16 16:10:39.448325,12,80
ATM0134,Avocado,5.29,59.91,2026-07-16 16:10:39.448331,9,100
ATM0135,Avocado,6.95,56.09,2026-07-16 16:10:39.448337,11,81
ATM0136,Avocado,3.39,47.64,2026-07-16 16:10:39.448355,7,91
ATM0137,Avocado,4.86,67.52,2026-07-16 16:10:39.448362,9,83
ATM0138,Avocado,2.85,43.39,2026-07-16 16:10:39.448368,9,91
ATM0139,Avocado,5.19,40.76,2026-07-16 16:10:39.448374,10,84
ATM0140,Avocado,2.58,54.38,2026-07-16 16:10:39.448380,14,81
ATM0141,Avocado,2.82,40.93,2026-07-16 16:10:39.448457,5,84
ATM0142,Avocado,3.63,52.08,2026-07-16 16:10:39.448464,12,98
ATM0143,Avocado,7.06,54.64,2026-07-16 16:10:39.448470,3,87
ATM0144,Avocado,6.81,41.35,2026-07-16 16:10:39.448476,2,88
ATM0145,Avocado,6.63,48.01,2026-07-16 16:10:39.448482,2,100
ATM0146,Avocado,3.96,57.02,2026-07-16 16:10:39.448488,8,84
ATM0147,Avocado,7.4,41.7,2026-07-16 16:10:39.448494,1,98
ATM0148,Avocado,2.75,57.91,2026-07-16 16:10:39.448500,13,81
ATM0149,Avocado,4.96,47.82,2026-07-16 16:10:39.448506,4,93
ATM0150,Avocado,7.66,69.95,2026-07-16 16:10:39.448512,14,96
ATM0151,Avocado,4.87,65.0,2026-07-16 16:10:39.448518,1,87
ATM0152,Avocado,5.36,69.68,2026-07-16 16:10:39.448524,10,82
ATM0153,Avocado,7.22,62.58,2026-07-16 16:10:39.448529,14,85
ATM0154,Avocado,7.64,60.81,2026-07-16 16:10:39.448535,12,85
ATM0155,Avocado,4.64,53.85,2026-07-16 16:10:39.448541,10,81
ATM0156,Avocado,3.28,48.82,2026-07-16 16:10:39.448547,3,83
ATM0157,Avocado,7.64,43.69,2026-07-16 16:10:39.448553,6,88
ATM0158,Avocado,5.57,53.89,2026-07-16 16:10:39.448558,2,89
ATM0159,Avocado,3.78,43.57,2026-07-16 16:10:39.448564,7,91
ATM0160,Avocado,7.24,53.45,2026-07-16 16:10:39.448570,13,96
ATM0161,Avocado,6.68,46.19,2026-07-16 16:10:39.448575,3,96
ATM0162,Avocado,6.82,40.42,2026-07-16 16:10:39.448581,4,81
ATM0163,Avocado,5.1,51.31,2026-07-16 16:10:39.448587,8,100
ATM0164,Avocado,5.06,59.09,2026-07-16 16:10:39.448593,15,98
ATM0165,Avocado,7.02,64.24,2026-07-16 16:10:39.448599,3,89
ATM0166,Avocado,6.11,52.0,2026-07-16 16:10:39.448604,4,92
ATM0167,Avocado,5.94,57.97,2026-07-16 16:10:39.448610,4,81
ATM0168,Avocado,3.66,66.86,2026-07-16 16:10:39.448616,13,88
ATM0169,Avocado,2.39,50.65,2026-07-16 16:10:39.448622,9,96
ATM0170,Avocado,6.67,68.72,2026-07-16 16:10:39.448627,5,92
ATM0171,Avocado,5.23,64.52,2026-07-16 16:10:39.448642,5,87
ATM0172,Avocado,2.73,59.68,2026-07-16 16:10:39.448648,7,88
ATM0173,Avocado,3.33,68.68,2026-07-16 16:10:39.448654,9,87
ATM0174,Avocado,3.43,47.52,2026-07-16 16:10:39.448660,8,98
ATM0175,Avocado,6.21,69.99,2026-07-16 16:10:39.448665,5,81
ATM0176,Avocado,5.54,48.63,2026-07-16 16:10:39.448671,1,90
ATM0177,Avocado,3.88,46.37,2026-07-16 16:10:39.448677,4,80
ATM0178,Avocado,6.94,45.95,2026-07-16 16:10:39.448683,8,95
ATM0179,Avocado,4.73,59.95,2026-07-16 16:10:39.448689,1,96
ATM0180,Avocado,7.32,43.56,2026-07-16 16:10:39.448694,5,93
ATM0181,Avocado,7.88,56.01,2026-07-16 16:10:39.448700,4,91
ATM0182,Avocado,6.4,60.11,2026-07-16 16:10:39.448706,4,80
ATM0183,Avocado,3.28,69.67,2026-07-16 16:10:39.448711,5,93
ATM0184,Avocado,5.85,64.19,2026-07-16 16:10:39.448717,7,80
ATM0185,Avocado,5.99,41.6,2026-07-16 16:10:39.448723,11,93
ATM0186,Avocado,5.23,69.54,2026-07-16 16:10:39.448729,9,81
ATM0187,Avocado,5.11,54.49,2026-07-16 16:10:39.448742,8,96
ATM0188,Avocado,6.84,45.19,2026-07-16 16:10:39.448747,9,92
ATM0189,Avocado,4.16,66.67,2026-07-16 16:10:39.448753,7,97
ATM0190,Avocado,2.69,55.31,2026-07-16 16:10:39.448759,11,92
ATM0191,Avocado,7.22,49.71,2026-07-16 16:10:39.448765,7,83
ATM0192,Avocado,5.89,59.45,2026-07-16 16:10:39.448771,4,94
ATM0193,Avocado,5.04,40.53,2026-07-16 16:10:39.448776,12,81
ATM0194,Avocado,4.58,50.14,2026-07-16 16:10:39.448782,5,93
ATM0195,Avocado,4.44,45.73,2026-07-16 16:10:39.448788,15,93
ATM0196,Avocado,5.74,51.79,2026-07-16 16:10:39.448794,11,83
ATM0197,Avocado,6.1,50.0,2026-07-16 16:10:39.448800,11,97
ATM0198,Avocado,4.59,59.88,2026-07-16 16:10:39.448806,15,83
ATM0199,Avocado,3.61,54.2,2026-07-16 16:10:39.448812,3,96
ATM0200,Avocado,2.3,57.29,2026-07-16 16:10:39.448818,14,81
ATM0201,Avocado,4.8,69.26,2026-07-16 16:10:39.448824,6,99
ATM0202,Avocado,4.48,40.38,2026-07-16 16:10:39.448830,8,89
ATM0203,Avocado,6.18,42.61,2026-07-16 16:10:39.448835,5,96
ATM0204,Avocado,2.14,58.36,2026-07-16 16:10:39.448841,1,81
ATM0205,Avocado,2.68,43.35,2026-07-16 16:10:39.448847,9,85
ATM0206,Avocado,3.24,66.71,2026-07-16 16:10:39.448853,12,80
ATM0207,Avocado,4.51,60.74,2026-07-16 16:10:39.448859,6,82
ATM0208,Avocado,7.67,64.78,2026-07-16 16:10:39.448865,10,97
ATM0209,Avocado,4.75,41.9,2026-07-16 16:10:39.448870,4,96
ATM0210,Avocado,2.81,69.99,2026-07-16 16:10:39.448876,3,97
ATM0211,Avocado,7.35,54.49,2026-07-16 16:10:39.448882,3,87
ATM0212,Avocado,5.63,62.97,2026-07-16 16:10:39.448888,13,90
ATM0213,Avocado,2.44,67.64,2026-07-16 16:10:39.448894,6,88
ATM0214,Avocado,2.7,62.81,2026-07-16 16:10:39.448900,4,96
ATM0215,Avocado,2.99,57.34,2026-07-16 16:10:39.448906,1,93
ATM0216,Avocado,5.3,51.58,2026-07-16 16:10:39.448912,3,83
ATM0217,Avocado,5.22,68.11,2026-07-16 16:10:39.448917,15,86
ATM0218,Avocado,5.1,40.85,2026-07-16 16:10:39.448923,1,90
ATM0219,Avocado,5.61,62.51,2026-07-16 16:10:39.448929,11,91
ATM0220,Avocado,3.62,41.83,2026-07-16 16:10:39.448935,8,99
ATM0221,Avocado,2.62,46.42,2026-07-16 16:10:39.448941,8,92
ATM0222,Avocado,5.39,56.87,2026-07-16 16:10:39.448947,9,96
ATM0223,Avocado,5.19,69.14,2026-07-16 16:10:39.448953,1,91
ATM0224,Avocado,3.71,46.44,2026-07-16 16:10:39.448958,11,95
ATM0225,Avocado,4.1,58.56,2026-07-16 16:10:39.448964,10,96
ATM0226,Avocado,2.52,57.93,2026-07-16 16:10:39.448970,8,98
ATM0227,Avocado,7.07,63.08,2026-07-16 16:10:39.448976,2,97
ATM0228,Avocado,2.29,42.76,2026-07-16 16:10:39.448982,13,90
ATM0229,Avocado,7.68,65.67,2026-07-16 16:10:39.449000,3,81
ATM0230,Avocado,4.79,62.26,2026-07-16 16:10:39.449007,3,100
ATM0231,Avocado,5.04,43.75,2026-07-16 16:10:39.449013,6,90
ATM0232,Avocado,2.06,61.33,2026-07-16 16:10:39.449018,1,81
ATM0233,Avocado,3.31,52.8,2026-07-16 16:10:39.449024,12,83
ATM0234,Avocado,5.83,50.19,2026-07-16 16:10:39.449030,9,94
ATM0235,Avocado,3.99,44.3,2026-07-16 16:10:39.449036,10,92
ATM0236,Avocado,5.86,40.59,2026-07-16 16:10:39.449042,4,87
ATM0237,Avocado,6.32,68.44,2026-07-16 16:10:39.449048,11,81
ATM0238,Avocado,6.71,41.14,2026-07-16 16:10:39.449053,3,91
ATM0239,Avocado,6.48,47.44,2026-07-16 16:10:39.449059,8,99
ATM0240,Avocado,6.56,63.12,2026-07-16 16:10:39.449065,12,98
ATM0241,Avocado,2.18,68.9,2026-07-16 16:10:39.449071,7,81
ATM0242,Avocado,5.91,48.57,2026-07-16 16:10:39.449077,3,91
ATM0243,Avocado,3.02,40.84,2026-07-16 16:10:39.449082,11,97
ATM0244,Avocado,2.08,60.96,2026-07-16 16:10:39.449088,10,86
ATM0245,Avocado,4.13,60.48,2026-07-16 16:10:39.449095,15,91
ATM0246,Avocado,6.15,69.17,2026-07-16 16:10:39.449100,13,96
ATM0247,Avocado,2.62,66.1,2026-07-16 16:10:39.449106,13,96
ATM0248,Avocado,3.66,43.41,2026-07-16 16:10:39.449113,8,98
ATM0249,Avocado,6.57,49.24,2026-07-16 16:10:39.449118,7,87
ATM0250,Avocado,2.44,45.75,2026-07-16 16:10:39.449124,10,92
ATM0251,Avocado,2.32,65.73,2026-07-16 16:10:39.449130,15,97
ATM0252,Avocado,6.66,68.92,2026-07-16 16:10:39.449136,2,83
ATM0253,Avocado,7.4,51.03,2026-07-16 16:10:39.449142,13,93
ATM0254,Avocado,3.74,63.78,2026-07-16 16:10:39.449148,8,100
ATM0255,Avocado,5.44,58.78,2026-07-16 16:10:39.449153,8,87
ATM0256,Avocado,6.89,40.65,2026-07-16 16:10:39.449159,9,92
ATM0257,Avocado,3.17,52.75,2026-07-16 16:10:39.449165,5,88
ATM0258,Avocado,2.11,45.55,2026-07-16 16:10:39.449171,6,100
ATM0259,Avocado,6.38,67.38,2026-07-16 16:10:39.449177,12,97
ATM0260,Avocado,3.61,50.0,2026-07-16 16:10:39.449183,14,93
ATM0261,Avocado,2.31,41.72,2026-07-16 16:10:39.449189,8,84
ATM0262,Avocado,3.95,54.39,2026-07-16 16:10:39.449195,8,97
ATM0263,Avocado,3.85,54.2,2026-07-16 16:10:39.449201,13,87
ATM0264,Avocado,7.56,45.67,2026-07-16 16:10:39.449206,1,94
ATM0265,Avocado,4.77,46.09,2026-07-16 16:10:39.449212,9,85
ATM0266,Avocado,5.62,47.76,2026-07-16 16:10:39.449218,11,96
ATM0267,Avocado,3.45,53.09,2026-07-16 16:10:39.449224,8,86
ATM0268,Avocado,7.8,62.26,2026-07-16 16:10:39.449230,4,94
ATM0269,Avocado,3.27,53.53,2026-07-16 16:10:39.449236,5,98
ATM0270,Avocado,2.23,45.54,2026-07-16 16:10:39.449242,11,81
ATM0271,Avocado,6.74,63.52,2026-07-16 16:10:39.449247,5,83
ATM0272,Avocado,5.2,45.35,2026-07-16 16:10:39.449253,6,97
ATM0273,Avocado,4.19,49.49,2026-07-16 16:10:39.449272,7,94
ATM0274,Avocado,6.75,41.3,2026-07-16 16:10:39.449278,9,99
ATM0275,Avocado,7.87,63.68,2026-07-16 16:10:39.449284,13,91
ATM0276,Avocado,3.85,41.48,2026-07-16 16:10:39.449289,3,83
ATM0277,Avocado,5.77,63.97,2026-07-16 16:10:39.449295,8,82
ATM0278,Avocado,7.34,43.45,2026-07-16 16:10:39.449301,12,91
ATM0279,Avocado,2.19,66.73,2026-07-16 16:10:39.449307,4,89
ATM0280,Avocado,6.13,51.87,2026-07-16 16:10:39.449313,8,86
ATM0281,Avocado,4.01,44.43,2026-07-16 16:10:39.449319,2,100
ATM0282,Avocado,5.97,46.89,2026-07-16 16:10:39.449325,7,100
ATM0283,Avocado,4.69,62.02,2026-07-16 16:10:39.449331,9,83
ATM0284,Avocado,4.27,47.25,2026-07-16 16:10:39.449337,8,82
ATM0285,Avocado,4.05,54.78,2026-07-16 16:10:39.449343,11,100
ATM0286,Avocado,4.09,41.71,2026-07-16 16:10:39.449348,7,81
ATM0287,Avocado,2.93,68.05,2026-07-16 16:10:39.449354,6,80
ATM0288,Avocado,5.82,65.61,2026-07-16 16:10:39.449360,1,88
ATM0289,Avocado,6.05,68.69,2026-07-16 16:10:39.449366,7,91
ATM0290,Avocado,7.53,58.53,2026-07-16 16:10:39.449372,4,87
ATM0291,Avocado,4.57,60.55,2026-07-16 16:10:39.449378,8,88
ATM0292,Avocado,5.28,64.64,2026-07-16 16:10:39.449383,9,91
ATM0293,Avocado,7.49,67.58,2026-07-16 16:10:39.449389,2,93
ATM0294,Avocado,5.28,66.98,2026-07-16 16:10:39.449395,8,88
ATM0295,Avocado,7.44,48.17,2026-07-16 16:10:39.449401,3,96
ATM0296,Avocado,7.26,47.4,2026-07-16 16:10:39.449407,7,83
ATM0297,Avocado,3.32,58.65,2026-07-16 16:10:39.449412,4,94
ATM0298,Avocado,3.08,56.06,2026-07-16 16:10:39.449418,2,97
ATM0299,Avocado,3.25,63.88,2026-07-16 16:10:39.449424,11,94
ATM0300,Avocado,2.8,46.34,2026-07-16 16:10:39.449430,1,86
ATM0301,Avocado,2.88,51.72,2026-07-16 16:10:39.449436,12,99
ATM0302,Avocado,7.31,69.14,2026-07-16 16:10:39.449442,1,82
ATM0303,Avocado,2.89,42.43,2026-07-16 16:10:39.449447,14,90
ATM0304,Avocado,7.36,53.3,2026-07-16 16:10:39.449453,2,95
ATM0305,Avocado,7.84,68.82,2026-07-16 16:10:39.449459,15,89
ATM0306,Avocado,4.99,54.36,2026-07-16 16:10:39.449465,1,86
ATM0307,Avocado,6.93,53.99,2026-07-16 16:10:39.449471,14,82
ATM0308,Avocado,2.92,68.79,2026-07-16 16:10:39.449477,14,100
ATM0309,Avocado,4.82,68.14,2026-07-16 16:10:39.449483,9,83
ATM0310,Avocado,3.41,47.06,2026-07-16 16:10:39.449489,15,91
ATM0311,Avocado,5.47,46.34,2026-07-16 16:10:39.449495,15,93
ATM0312,Avocado,3.08,52.34,2026-07-16 16:10:39.449501,4,90
ATM0313,Avocado,7.78,55.97,2026-07-16 16:10:39.449507,8,98
ATM0314,Avocado,6.68,50.77,2026-07-16 16:10:39.449513,15,100
ATM0315,Avocado,6.19,69.78,2026-07-16 16:10:39.449519,7,92
ATM0316,Avocado,7.61,64.6,2026-07-16 16:10:39.449524,6,95
ATM0317,Avocado,7.03,42.41,2026-07-16 16:10:39.449530,10,84
ATM0318,Avocado,2.99,66.12,2026-07-16 16:10:39.449536,15,87
ATM0319,Avocado,2.11,55.53,2026-07-16 16:10:39.449542,7,92
ATM0320,Avocado,7.04,49.2,2026-07-16 16:10:39.449548,6,100
ATM0321,Avocado,5.77,41.23,2026-07-16 16:10:39.449553,5,86
ATM0322,Avocado,3.29,65.19,2026-07-16 16:10:39.449559,11,85
ATM0323,Avocado,4.14,47.41,2026-07-16 16:10:39.449565,6,87
ATM0324,Avocado,7.31,47.27,2026-07-16 16:10:39.449571,12,93
ATM0325,Avocado,4.53,44.73,2026-07-16 16:10:39.449577,14,82
ATM0326,Avocado,2.25,44.67,2026-07-16 16:10:39.449583,15,93
ATM0327,Avocado,2.79,55.52,2026-07-16 16:10:39.449588,1,91
ATM0328,Avocado,7.24,46.73,2026-07-16 16:10:39.449594,5,99
ATM0329,Avocado,2.46,58.51,2026-07-16 16:10:39.449600,9,84
ATM0330,Avocado,2.44,44.41,2026-07-16 16:10:39.449606,13,94
ATM0331,Avocado,3.12,46.84,2026-07-16 16:10:39.449612,3,94
ATM0332,Avocado,7.36,41.87,2026-07-16 16:10:39.449618,1,88
ATM0333,Avocado,7.31,50.53,2026-07-16 16:10:39.449623,15,82
ATM0334,Avocado,7.85,47.96,2026-07-16 16:10:39.449629,3,92
ATM0335,Avocado,6.85,46.18,2026-07-16 16:10:39.449635,12,81
ATM0336,Avocado,7.69,41.91,2026-07-16 16:10:39.449641,11,87
ATM0337,Avocado,2.43,42.1,2026-07-16 16:10:39.449647,6,100
ATM0338,Avocado,2.17,51.32,2026-07-16 16:10:39.449653,12,81
ATM0339,Avocado,4.26,60.27,2026-07-16 16:10:39.449659,7,81
ATM0340,Avocado,2.45,59.17,2026-07-16 16:10:39.449665,10,87
ATM0341,Avocado,4.15,57.73,2026-07-16 16:10:39.449671,8,100
ATM0342,Avocado,7.1,65.33,2026-07-16 16:10:39.449677,12,92
ATM0343,Avocado,6.49,61.21,2026-07-16 16:10:39.449683,9,86
ATM0344,Avocado,6.32,49.78,2026-07-16 16:10:39.449689,11,93
ATM0345,Avocado,6.78,61.04,2026-07-16 16:10:39.449694,4,93
ATM0346,Avocado,3.83,63.93,2026-07-16 16:10:39.449700,13,95
ATM0347,Avocado,5.06,61.52,2026-07-16 16:10:39.449706,3,86
ATM0348,Avocado,3.27,54.5,2026-07-16 16:10:39.449712,13,84
ATM0349,Avocado,2.61,52.72,2026-07-16 16:10:39.449718,10,100
ATM0350,Avocado,3.55,63.79,2026-07-16 16:10:39.449724,11,92
ATM0351,Avocado,2.16,48.76,2026-07-16 16:10:39.449730,12,97
ATM0352,Avocado,2.14,57.82,2026-07-16 16:10:39.449736,14,86
ATM0353,Avocado,7.56,64.92,2026-07-16 16:10:39.449742,15,85
ATM0354,Avocado,7.45,53.66,2026-07-16 16:10:39.449747,2,81
ATM0355,Avocado,7.57,40.23,2026-07-16 16:10:39.449753,2,81
ATM0356,Avocado,4.94,58.02,2026-07-16 16:10:39.449759,10,88
ATM0357,Avocado,4.42,53.58,2026-07-16 16:10:39.449765,8,83
