Container ID,Commodity,Temperature,Humidity,Timestamp,Vibration,Battery
ATM0324,Avocado,3.18,50.97,2026-07-16 17:58:20.242488,10,100
ATM0325,Avocado,5.02,46.42,2026-07-16 17:58:20.242504,4,87
ATM0326,Avocado,4.32,59.75,2026-07-16 17:58:20.242520,3,99
ATM0327,Avocado,5.03,44.42,2026-07-16 17:58:20.242535,6,96
ATM0328,Avocado,7.18,54.03,2026-07-16 17:58:20.242552,2,87
ATM0329,Avocado,4.92,45.79,2026-07-16 17:58:20.242567,12,99
ATM0330,Avocado,7.87,47.14,2026-07-16 17:58:20.242583,1,82
ATM0331,Avocado,3.41,52.13,2026-07-16 17:58:20.242599,12,85
ATM0332,Avocado,6.73,40.3,2026-07-16 17:58:20.242616,11,94
ATM0333,Avocado,2.33,45.03,2026-07-16 17:58:20.242631,11,92
ATM0334,Avocado,7.72,49.42,2026-07-16 17:58:20.242648,8,92
ATM0335,Avocado,2.91,43.7,2026-07-16 17:58:20.242665,8,96
ATM0336,Avocado,4.01,43.91,2026-07-16 17:58:20.242681,2,95
ATM0337,Avocado,6.51,49.76,2026-07-16 17:58:20.242698,2,84
ATM0338,Avocado,5.1,44.4,2026-07-16 17:58:20.242714,1,82
ATM0339,Avocado,7.18,58.35,2026-07-16 17:58:20.242731,3,91
ATM0340,Avocado,7.42,55.79,2026-07-16 17:58:20.242746,3,91
ATM0341,Avocado,7.57,66.75,2026-07-16 17:58:20.242763,2,84
ATM0342,Avocado,6.04,59.31,2026-07-16 17:58:20.242780,7,95
ATM0343,Avocado,5.15,64.97,2026-07-16 17:58:20.242795,9,89
ATM0344,Avocado,6.81,49.28,2026-07-16 17:58:20.242811,2,97
ATM0345,Avocado,4.72,45.05,2026-07-16 17:58:20.242828,12,87
ATM0346,Avocado,2.29,57.29,2026-07-16 17:58:20.242844,7,82
ATM0347,Avocado,5.01,48.95,2026-07-16 17:58:20.242860,11,80
ATM0348,Avocado,4.89,64.94,2026-07-16 17:58:20.242876,14,93
ATM0349,Avocado,5.71,57.13,2026-07-16 17:58:20.242892,9,86
ATM0350,Avocado,3.82,59.33,2026-07-16 17:58:20.242909,10,86
ATM0351,Avocado,4.36,62.56,2026-07-16 17:58:20.242925,13,87
ATM0352,Avocado,2.7,68.15,2026-07-16 17:58:20.242941,14,82
ATM0353,Avocado,3.78,42.59,2026-07-16 17:58:20.242957,4,84
ATM0354,Avocado,5.08,53.34,2026-07-16 17:58:20.242973,1,89
ATM0355,Avocado,5.95,56.48,2026-07-16 17:58:20.242989,6,96
ATM0356,Avocado,7.06,65.77,2026-07-16 17:58:20.243005,9,85
ATM0357,Avocado,5.62,50.62,2026-07-16 17:58:20.243021,5,93
